"","x"
"120",0.303637771247976
"121",0.523409061473512
"122",0.784903137054136
"123",1.11720834962138
"124",1.49801010709185
"125",1.91393223127887
"126",2.30067913775063
"127",2.57200860553446
"128",2.72444638145939
"129",2.7238424976696
"130",2.52984487686006
"131",2.16778190753748
"132",1.72662181405996
"133",1.25273552274042
"134",0.837903700505708
"135",0.514198367424545
"136",0.264053701126684
"137",0.124913743262584
"138",0.0410788499104444
"139",0.00544979479893754
"140",0.00057717819586583
"141",0
"142",0
"143",0.0028858749483155
"144",0.0168228187496642
"145",0.0784438284989148
"146",0.204163038783737
"147",0.415847323675328
"148",0.732487461866323
"149",1.13482540169044
"150",1.62776224893129
"151",2.17717454838953
"152",2.77347460666061
"153",3.31278940463501
"154",3.74399213534358
"155",4.02148096869391
"156",4.18820073067187
"157",4.20026631449785
"158",4.00711248606779
"159",3.63999335891271
"160",3.04781685056963
"161",2.38570656453053
"162",1.74971785904367
"163",1.15268198919133
"164",0.687183306727302
"165",0.371186604917348
"166",0.140908931482514
"167",0.0275327987837738
"168",0.00144294248393302
"169",0
"170",0.00057717819586583
"171",0.00718127888247467
"172",0.0388531475485637
"173",0.154191225660048
"174",0.377515994974466
"175",0.723283988526717
"176",1.19455851175733
"177",1.76984498622884
"178",2.41781950225569
"179",3.13363162685533
"180",3.81801557118766
"181",4.3186660333414
"182",4.64985804561255
"183",4.80482530888141
"184",4.85857213000719
"185",4.84721826719215
"186",4.71194289775088
"187",4.40827797357216
"188",3.84657295187769
"189",3.13540446780043
"190",2.40513006968178
"191",1.65086916433497
"192",1.04219749136778
"193",0.582211285125574
"194",0.243203619348912
"195",0.0609856824091008
"196",0.00548312813227088
"197",0.000288589298310566
"198",0.00512787938191122
"199",0.0199762624627741
"200",0.0930639674356295
"201",0.28241602672741
"202",0.613013292248902
"203",1.0955590344505
"204",1.71164910722459
"205",2.44398942786109
"206",3.24623894795837
"207",4.05652090206492
"208",4.69631459091558
"209",5.04456625188956
"210",5.20941828960343
"211",5.19796709692672
"212",5.23465018880405
"213",5.25406397408898
"214",5.1848004329258
"215",4.93423960768369
"216",4.44714838009545
"217",3.71694164214121
"218",2.8991973972706
"219",2.04516960500238
"220",1.29009475352313
"221",0.725454245182936
"222",0.310949765694982
"223",0.0772309444874682
"224",0.00653745245822034
"225",0.00057717819586583
"226",0.00823559358660846
"227",0.0511459889489222
"228",0.162698373502757
"229",0.389850066686455
"230",0.778988688765951
"231",1.3524222874669
"232",2.07202681089419
"233",2.89062157137861
"234",3.7582867434432
"235",4.48476490059531
"236",4.902793739351
"237",5.04933851839451
"238",5.06922801710938
"239",5.05250168161927
"240",5.10245315941949
"241",5.14634688449773
"242",5.10986283173424
"243",4.93576501378592
"244",4.54280684611554
"245",3.86856230774315
"246",3.03857271948283
"247",2.16131115565645
"248",1.35260533942394
"249",0.724585608560072
"250",0.307307259099531
"251",0.0673883957802185
"252",0.00404021370518391
"253",0.000865766692659113
"254",0.0124516351309536
"255",0.0672027226560055
"256",0.186595108835446
"257",0.432187838510523
"258",0.866443811104122
"259",1.48885822870772
"260",2.27929898640673
"261",3.16708753971325
"262",4.02549868118774
"263",4.5669713116302
"264",4.8010062974854
"265",4.82676094350005
"266",4.78296314583932
"267",4.70458120216389
"268",4.75227959094859
"269",4.8688219008864
"270",4.92671264369108
"271",4.81998251470186
"272",4.48936609543717
"273",3.84075712745401
"274",2.97149659786913
"275",2.12131612577509
"276",1.30642554607564
"277",0.635610894715512
"278",0.244703214412758
"279",0.0577106370558295
"280",0.00455071401192526
"281",0.000865766692659113
"282",0.0131506822373987
"283",0.0675750645460728
"284",0.180502346224105
"285",0.419373254074081
"286",0.884876746203274
"287",1.55643100180035
"288",2.43702769315413
"289",3.3573723969854
"290",4.132939877401
"291",4.55855838827264
"292",4.65313405978779
"293",4.60764941846339
"294",4.46782501706645
"295",4.35500712258968
"296",4.41237893993196
"297",4.69163871278017
"298",4.85340450758269
"299",4.76797894720926
"300",4.37360935849217
"301",3.70223267482444
"302",2.81631262659458
"303",1.97147752700263
"304",1.17950810529327
"305",0.515882945883733
"306",0.156063215234721
"307",0.0362032264823833
"308",0.00317446023877244
"309",0.00115435478868373
"310",0.0116651658734935
"311",0.0525096094172445
"312",0.149709755864302
"313",0.376867965482898
"314",0.877228345217787
"315",1.61775976800546
"316",2.58365604908641
"317",3.50027488624253
"318",4.18104890018551
"319",4.50359350071108
"320",4.53144939556912
"321",4.394238425128
"322",4.26332584900073
"323",4.1196747388776
"324",4.29919114705282
"325",4.79704036866972
"326",4.93421236556408
"327",4.754760358809
"328",4.26565855352112
"329",3.5428386368363
"330",2.63466344041844
"331",1.76670354683089
"332",1.0654074595748
"333",0.465711017123624
"334",0.0978317396387331
"335",0.0221929082691341
"336",0.00259728925704313
"337",0.00057717819586583
"338",0.00740319149323167
"339",0.0335788028688146
"340",0.109521053635369
"341",0.338397931789495
"342",0.896826714596355
"343",1.70113419843
"344",2.69029427752446
"345",3.59014642017999
"346",4.18260183411849
"347",4.44956655869307
"348",4.40425481467967
"349",4.27047761861047
"350",4.31221868912842
"351",4.16237309050908
"352",4.55791285737567
"353",5.10559620559661
"354",5.03658354423513
"355",4.74145409187506
"356",4.2045448410089
"357",3.41767255162585
"358",2.48041620041068
"359",1.65059301565477
"360",1.00229772919218
"361",0.465423228657301
"362",0.075629985794986
"363",0.013384015570732
"364",0.00202011667207883
"365",0.000288589298310566
"366",0.004295464058979
"367",0.0173999488308321
"368",0.0809724069985017
"369",0.322252987999463
"370",0.956884820162166
"371",1.80423389654278
"372",2.79527228792179
"373",3.64676865066601
"374",4.17384853739762
"375",4.40608693099031
"376",4.37461739109888
"377",4.40837658151178
"378",4.58149968184511
"379",4.44626414762805
"380",5.03193437407617
"381",5.33899554362686
"382",5.03190870357458
"383",4.72924078438485
"384",4.19542351781513
"385",3.31568536932884
"386",2.39110861046036
"387",1.62775645377928
"388",1.01861474496218
"389",0.498112566568497
"390",0.0905382449904303
"391",0.0138485746224677
"392",0.00144294248393302
"393",0.000288589298310566
"394",0.0019867833387455
"395",0.0097118112788548
"396",0.0706346823615512
"397",0.357576181305549
"398",1.07157434130363
"399",1.93133965231861
"400",2.85660814533577
"401",3.62186548458114
"402",4.11015492444533
"403",4.36796125941878
"404",4.47080132533222
"405",4.7226433654334
"406",4.81248697259886
"407",4.76678505317733
"408",5.3179843167941
"409",5.32241603350282
"410",4.9751378237048
"411",4.72212622677917
"412",4.14573040547009
"413",3.27789370870186
"414",2.42396825503764
"415",1.6924285920217
"416",1.0699392847591
"417",0.543019004328623
"418",0.11645180472711
"419",0.0151946804131157
"420",0.00115435478868373
"421",0.00057717819586583
"422",0.00057717819586583
"423",0.00977847794552146
"424",0.0756435809448727
"425",0.405826525920833
"426",1.19295854069741
"427",2.00850883291133
"428",2.85246113583402
"429",3.56334077032399
"430",3.98436671364921
"431",4.31186032888408
"432",4.52802890702582
"433",4.81107392454117
"434",4.82479495252751
"435",4.92077753958895
"436",5.33543997189188
"437",5.16744448946413
"438",4.88534807338756
"439",4.67467814469488
"440",4.06487549058725
"441",3.2689431093914
"442",2.47801876444797
"443",1.77569537528284
"444",1.13571926615852
"445",0.568981404608554
"446",0.136674784968324
"447",0.021276418159361
"448",0.00202011667207883
"449",0.000288589298310566
"450",0.00115435478868373
"451",0.0131287780474153
"452",0.096393119871701
"453",0.494662741833053
"454",1.30571192379234
"455",2.05297364093465
"456",2.81831316304329
"457",3.46287522257501
"458",3.85640251607644
"459",4.15949817571659
"460",4.39791812575102
"461",4.60722722379365
"462",4.69883939107988
"463",4.89873787384893
"464",5.11421416561429
"465",4.97086379245318
"466",4.85805522458349
"467",4.5813214001614
"468",3.97846036641112
"469",3.24958461025233
"470",2.51843376101516
"471",1.79890125622119
"472",1.13559239839027
"473",0.567209598973208
"474",0.155321624875536
"475",0.0289640951260587
"476",0.00256395592370979
"477",0
"478",0.00202011667207883
"479",0.0165533405578144
"480",0.131110796810256
"481",0.576265671354363
"482",1.3853015099519
"483",2.09165655196815
"484",2.77912360079485
"485",3.30060358652043
"486",3.63856322154169
"487",3.88875889813236
"488",4.05790857820817
"489",4.24361013672382
"490",4.54334967104168
"491",4.76194238148213
"492",4.87920005938999
"493",4.91674362617553
"494",4.84090260567702
"495",4.47065132924277
"496",3.90684097131756
"497",3.21088432840028
"498",2.48580690923599
"499",1.76454387635489
"500",1.087561140516
"501",0.552465316552734
"502",0.172529194225
"503",0.0314183185311159
"504",0.00317446023877244
"505",0.000865766692659113
"506",0.0019867833387455
"507",0.0301215074471732
"508",0.182658473760544
"509",0.668287011023675
"510",1.44679567911125
"511",2.13284775789798
"512",2.7568081803719
"513",3.20263603218086
"514",3.49345310026184
"515",3.68240588724309
"516",3.83525349586473
"517",4.1249150346982
"518",4.46342426735594
"519",4.69052439876224
"520",4.88836145133941
"521",5.00414305320666
"522",4.80360426164318
"523",4.38013074238468
"524",3.81629433459802
"525",3.10676026506668
"526",2.35701545605743
"527",1.64863795170349
"528",0.996941034234152
"529",0.502222385427068
"530",0.166153230553225
"531",0.0275628529276154
"532",0.00230870316496201
"533",0.000288589298310566
"534",0.00259728925704313
"535",0.0393152693158962
"536",0.221830309584723
"537",0.725811203873948
"538",1.45767167099756
"539",2.17043233358479
"540",2.81654960414937
"541",3.28990517960073
"542",3.59862708175289
"543",3.79702118386151
"544",3.9609776336988
"545",4.26900643015545
"546",4.59573571505805
"547",4.82355456331887
"548",5.02188383692632
"549",5.05183012137829
"550",4.74242496868312
"551",4.31051732019383
"552",3.70326134301507
"553",2.91919736060314
"554",2.13284149406419
"555",1.44667678827298
"556",0.847879991437793
"557",0.414667100791841
"558",0.139404027877176
"559",0.0222721563941702
"560",0.00144294248393302
"561",0
"562",0.0028858749483155
"563",0.0453656935009918
"564",0.240147362906877
"565",0.722340227067881
"566",1.45699859782366
"567",2.21705787834317
"568",2.8779033142609
"569",3.43433547214631
"570",3.86301272199357
"571",4.1898064488962
"572",4.43852609558764
"573",4.69552257844223
"574",4.91581736302427
"575",5.04277280442893
"576",5.11157496551391
"577",5.02853472312836
"578",4.67173155719257
"579",4.12145768213016
"580",3.34897580709292
"581",2.53722855275691
"582",1.80142265196755
"583",1.16589106740355
"584",0.664141862309741
"585",0.316278139479325
"586",0.107776494046282
"587",0.0172906321158624
"588",0.00057717819586583
"589",0.000288589298310566
"590",0.00230870316496201
"591",0.0407732987189514
"592",0.218128983591544
"593",0.652974439410971
"594",1.32882358800287
"595",2.1217640643654
"596",2.83097357753389
"597",3.45377042846466
"598",3.98305304118326
"599",4.42880446777953
"600",4.82236129674474
"601",5.08370773970418
"602",5.22285197488184
"603",5.20791451123619
"604",5.10462013650946
"605",4.89387982063123
"606",4.38502162723136
"607",3.6567963409882
"608",2.82944161984588
"609",2.02759891696686
"610",1.37011106187246
"611",0.833046679527789
"612",0.458069002746362
"613",0.215030195073846
"614",0.0703988795248265
"615",0.0118870720686905
"616",0.000288589298310566
"617",0.000288589298310566
"618",0.00115435478868373
"619",0.0287006528534671
"620",0.154545304511066
"621",0.464897778661275
"622",1.04380616230363
"623",1.79412074229565
"624",2.55803029416907
"625",3.23397471531846
"626",3.79663277765893
"627",4.25840993361862
"628",4.60170541223147
"629",4.8399395168596
"630",4.91829577464962
"631",4.84977984365662
"632",4.63542731189102
"633",4.29033317035078
"634",3.65387724732518
"635",2.87955522483783
"636",2.09666277706617
"637",1.40321738223061
"638",0.887686765042508
"639",0.518279480916888
"640",0.274808371312768
"641",0.126298844804653
"642",0.0389896900163689
"643",0.00573837648175497
"644",0.000288589298310566
"645",0
"646",0
"647",0.0141704776092426
"648",0.0791240916298568
"649",0.248081344584211
"650",0.601408425873416
"651",1.19399130978854
"652",1.91619798846605
"653",2.63275137854797
"654",3.27540388245415
"655",3.80390683755712
"656",4.16947091424962
"657",4.36151352396119
"658",4.38888563327043
"659",4.26243126435761
"660",3.93790693817273
"661",3.42495784789998
"662",2.73066672092887
"663",1.99171636642893
"664",1.33237645489293
"665",0.832093315590542
"666",0.485320267494054
"667",0.27064368358094
"668",0.136815221837132
"669",0.055001786739127
"670",0.0130746928391181
"671",0.00227536983162868
"672",0
"673",0
"674",0
"675",0.00404021370518391
"676",0.0262379056483357
"677",0.0880572987760671
"678",0.227865853450096
"679",0.507700523264771
"680",0.901571760871072
"681",1.38630630287315
"682",1.89972596405147
"683",2.37592012246993
"684",2.75029671371423
"685",2.95567919463649
"686",2.93729309614539
"687",2.79235854133793
"688",2.48497053459281
"689",2.03814670414872
"690",1.54925194769443
"691",1.08835460394783
"692",0.69328985539707
"693",0.418240830324678
"694",0.230094876626015
"695",0.121689507902237
"696",0.0573032125229316
"697",0.0200555105878101
"698",0.00342971179507395
"699",0.00057717819586583
"700",0
"701",0
"702",0
"703",0.000865766692659113
"704",0.00317446023877244
"705",0.0199953499132362
"706",0.069480668984011
"707",0.169599114924825
"708",0.32786334667152
"709",0.531411101219165
"710",0.775566321579799
"711",1.02386747370008
"712",1.20276976694579
"713",1.29947779333082
"714",1.28690024832305
"715",1.20435083512
"716",1.05843411836313
"717",0.878107943122159
"718",0.687382704491015
"719",0.483522236709841
"720",0.315425950497757
"721",0.187866442047138
"722",0.0997027146011791
"723",0.0546896714560005
"724",0.023508865005213
"725",0.00657078579155368
"726",0.00057717819586583
"727",0.000288589298310566
"728",0
"729",0
"730",0
"731",0
"732",0.000288589298310566
"733",0.00743652482656501
"734",0.0271579617005126
"735",0.0675516388156703
"736",0.1356455733484
"737",0.22545104804404
"738",0.336193809430042
"739",0.446051028888407
"740",0.531010544640798
"741",0.572833028827723
"742",0.563877988542968
"743",0.51523335010641
"744",0.439662317744637
"745",0.354699146863216
"746",0.268088449994678
"747",0.176575661025362
"748",0.111952005749646
"749",0.0620854036323448
"750",0.0346511999863558
"751",0.0152040003371496
"752",0.00480596356401601
"753",0.00057717819586583
"754",0.000288589298310566
"755",0
"756",0
"757",0
"758",0
"759",0
"760",0
"761",0.000865766692659113
"762",0.00173152977840028
"763",0.00631553864473639
"764",0.0116984992068268
"765",0.0178896587657167
"766",0.0239920073350791
"767",0.0429794318293492
"768",0.0511761248587721
"769",0.0627757310420506
"770",0.0733776795289306
"771",0.0777445518536699
"772",0.0709195904948587
"773",0.0602795094283954
"774",0.0444378674211002
"775",0.0265572599726479
"776",0.0148487656214129
"777",0.00740319149323167
"778",0.00397354703851724
"779",0.00202011667207883
"780",0.00057717819586583
"781",0
"782",0
"783",0
"784",0
"785",1324.09079739682
